Time,Temperature,Humidity(%RH),MAC address(49:22:11:08:0C:D6)
10/04/2024 2:40,30.97,73.59,
10/04/2024 2:30,31,73.49,
10/04/2024 2:20,31.03,73.73,
10/04/2024 2:10,30.97,73.86,
10/04/2024 2:00,30.91,73.99,
10/04/2024 1:50,30.85,74.12,
10/04/2024 1:40,30.79,74.25,
10/04/2024 1:30,30.73,74.38,
10/04/2024 1:20,30.67,74.51,
10/04/2024 1:10,30.61,74.64,
10/04/2024 1:00,30.55,74.77,
10/04/2024 0:50,30.49,74.9,
10/04/2024 0:40,31.03,74.05,
10/04/2024 0:30,30.98,74.17,
10/04/2024 0:20,30.93,74.29,
10/04/2024 0:10,30.88,74.41,
10/04/2024 0:00,30.83,74.53,
9/04/2024 23:50,30.78,74.64,
9/04/2024 23:40,30.73,74.76,
9/04/2024 23:30,30.68,74.88,
9/04/2024 23:20,30.63,75,
9/04/2024 23:10,30.59,75.11,
9/04/2024 23:00,30.97,74.45,
9/04/2024 22:50,30.92,74.59,
9/04/2024 22:40,30.88,74.72,
9/04/2024 22:30,30.84,74.85,
9/04/2024 22:20,30.8,74.99,
9/04/2024 22:10,30.75,75.12,
9/04/2024 22:00,30.71,75.25,
9/04/2024 21:50,30.67,75.39,
9/04/2024 21:40,30.63,75.52,
